observation_date,DCOILWTICO
2024-08-29,76.90
2024-08-30,74.52
2024-09-02,
2024-09-03,71.28
2024-09-04,70.11
2024-09-05,70.09
2024-09-06,68.58
2024-09-09,69.65
2024-09-10,66.73
2024-09-11,68.25
2024-09-12,69.89
2024-09-13,69.59
2024-09-16,71.10
2024-09-17,72.16
2024-09-18,71.87
2024-09-19,72.86
2024-09-20,72.72
2024-09-23,71.33
2024-09-24,72.34
2024-09-25,70.42
2024-09-26,68.28
2024-09-27,68.72
2024-09-30,68.75
2024-10-01,70.41
2024-10-02,70.74
2024-10-03,74.33
2024-10-04,74.93
2024-10-07,77.76
2024-10-08,74.26
2024-10-09,73.85
2024-10-10,76.46
2024-10-11,76.11
2024-10-14,
2024-10-15,71.22
2024-10-16,70.97
2024-10-17,71.26
2024-10-18,69.78
2024-10-21,71.16
2024-10-22,72.84
2024-10-23,71.37
2024-10-24,70.58
2024-10-25,72.02
2024-10-28,67.65
2024-10-29,67.48
2024-10-30,68.91
2024-10-31,69.58
2024-11-01,69.81
2024-11-04,71.83
2024-11-05,72.26
2024-11-06,71.98
2024-11-07,72.69
2024-11-08,70.69
2024-11-11,
2024-11-12,68.43
2024-11-13,68.76
2024-11-14,68.99
2024-11-15,67.33
2024-11-18,69.46
2024-11-19,69.75
2024-11-20,69.25
2024-11-21,70.39
2024-11-22,71.68
2024-11-25,69.41
2024-11-26,69.05
2024-11-27,69.03
2024-11-28,
2024-11-29,68.26
2024-12-02,68.35
2024-12-03,70.15
2024-12-04,68.81
2024-12-05,68.58
2024-12-06,68.58
2024-12-09,68.65
2024-12-10,68.85
2024-12-11,70.57
2024-12-12,70.25
2024-12-13,71.54
2024-12-16,71.03
2024-12-17,70.31
2024-12-18,70.80
2024-12-19,70.10
2024-12-20,69.71
2024-12-23,69.50
2024-12-24,70.87
2024-12-25,
2024-12-26,70.38
2024-12-27,71.28
2024-12-30,71.73
2024-12-31,72.44
2025-01-01,
2025-01-02,73.79
2025-01-03,74.64
2025-01-06,74.31
2025-01-07,74.99
2025-01-08,73.99
2025-01-09,
2025-01-10,77.27
2025-01-13,79.57
2025-01-14,78.20
2025-01-15,80.73
2025-01-16,79.35
2025-01-17,78.56
2025-01-20,
2025-01-21,76.79
2025-01-22,76.12
2025-01-23,75.03
2025-01-24,74.97
2025-01-27,73.51
2025-01-28,74.15
2025-01-29,72.94
2025-01-30,73.10
2025-01-31,72.84
2025-02-03,73.52
2025-02-04,73.04
2025-02-05,71.39
2025-02-06,70.97
2025-02-07,71.32
2025-02-10,72.73
2025-02-11,73.67
2025-02-12,71.72
2025-02-13,71.66
2025-02-14,71.05
2025-02-17,
2025-02-18,72.21
2025-02-19,72.58
2025-02-20,72.88
2025-02-21,70.72
2025-02-24,71.06
2025-02-25,69.15
2025-02-26,68.87
2025-02-27,70.62
2025-02-28,69.97
2025-03-03,68.63
2025-03-04,68.47
2025-03-05,66.58
2025-03-06,66.62
2025-03-07,67.29
2025-03-10,66.31
2025-03-11,66.52
2025-03-12,67.65
2025-03-13,66.82
2025-03-14,67.43
2025-03-17,67.84
2025-03-18,67.49
2025-03-19,67.40
2025-03-20,68.55
2025-03-21,68.52
2025-03-24,69.46
2025-03-25,69.48
2025-03-26,70.05
2025-03-27,70.30
2025-03-28,69.74
2025-03-31,71.87
2025-04-01,71.61
2025-04-02,72.12
2025-04-03,67.43
2025-04-04,62.42
2025-04-07,61.05
2025-04-08,60.04
2025-04-09,62.63
2025-04-10,60.57
2025-04-11,61.91
2025-04-14,61.99
2025-04-15,61.74
2025-04-16,62.88
2025-04-17,65.07
2025-04-18,
2025-04-21,63.48
2025-04-22,64.60
2025-04-23,62.64
2025-04-24,63.55
2025-04-25,63.85
2025-04-28,63.30
2025-04-29,61.84
2025-04-30,59.55
2025-05-01,60.59
2025-05-02,59.67
2025-05-05,58.50
2025-05-06,60.42
2025-05-07,59.42
2025-05-08,61.25
2025-05-09,62.37
2025-05-12,63.32
2025-05-13,65.04
2025-05-14,64.48
2025-05-15,63.03
2025-05-16,63.84
2025-05-19,63.98
2025-05-20,63.97
2025-05-21,62.93
2025-05-22,62.55
2025-05-23,62.89
2025-05-26,
2025-05-27,61.61
2025-05-28,62.54
2025-05-29,61.66
2025-05-30,61.46
2025-06-02,63.27
2025-06-03,64.10
2025-06-04,63.57
2025-06-05,64.06
2025-06-06,65.30
2025-06-09,65.99
2025-06-10,65.66
2025-06-11,68.91
2025-06-12,68.73
2025-06-13,73.84
2025-06-16,72.53
2025-06-17,75.62
2025-06-18,75.89
2025-06-19,
2025-06-20,75.72
2025-06-23,69.36
2025-06-24,65.45
2025-06-25,65.98
2025-06-26,66.44
2025-06-27,66.66
2025-06-30,66.30
2025-07-01,66.64
2025-07-02,68.66
2025-07-03,68.13
2025-07-04,
2025-07-07,69.16
2025-07-08,69.55
2025-07-09,69.61
2025-07-10,67.78
2025-07-11,69.63
2025-07-14,68.19
2025-07-15,67.76
2025-07-16,67.13
2025-07-17,68.76
2025-07-18,68.53
2025-07-21,68.39
2025-07-22,67.56
2025-07-23,66.05
2025-07-24,67.16
2025-07-25,66.38
2025-07-28,67.81
2025-07-29,70.27
2025-07-30,71.09
2025-07-31,70.36
2025-08-01,68.39
2025-08-04,67.33
2025-08-05,66.20
2025-08-06,65.38
2025-08-07,64.90
2025-08-08,64.94
2025-08-11,65.03
2025-08-12,64.22
2025-08-13,63.68
2025-08-14,64.99
2025-08-15,63.78
2025-08-18,64.51
2025-08-19,63.38
2025-08-20,64.19
2025-08-21,64.56
2025-08-22,64.08
2025-08-25,65.18
2025-08-26,63.60
2025-08-27,64.49
2025-08-28,64.96
2025-08-29,64.36
2025-09-01,
2025-09-02,65.95
2025-09-03,64.36
2025-09-04,63.81
2025-09-05,62.22
2025-09-08,62.60
2025-09-09,62.97
2025-09-10,64.01
2025-09-11,62.71
2025-09-12,63.02
2025-09-15,63.66
2025-09-16,64.89
2025-09-17,64.41
2025-09-18,63.91
2025-09-19,63.02
2025-09-22,62.99
2025-09-23,63.76
2025-09-24,65.40
2025-09-25,65.51
2025-09-26,66.50
2025-09-29,64.27
2025-09-30,63.17
2025-10-01,62.59
2025-10-02,61.28
2025-10-03,61.65
2025-10-06,62.49
2025-10-07,62.52
2025-10-08,63.37
2025-10-09,62.36
2025-10-10,59.75
2025-10-13,
2025-10-14,59.52
2025-10-15,59.08
2025-10-16,58.29
2025-10-17,58.30
2025-10-20,58.34
2025-10-21,58.66
2025-10-22,59.30
2025-10-23,62.44
2025-10-24,62.27
2025-10-27,62.13
2025-10-28,60.97
2025-10-29,61.26
2025-10-30,61.36
2025-10-31,61.75
2025-11-03,61.79
2025-11-04,61.38
2025-11-05,60.40
2025-11-06,60.24
2025-11-07,60.54
2025-11-10,60.94
2025-11-11,
2025-11-12,59.30
2025-11-13,59.54
2025-11-14,60.87
2025-11-17,60.66
2025-11-18,61.51
2025-11-19,60.27
2025-11-20,60.07
2025-11-21,58.86
2025-11-24,59.11
2025-11-25,58.25
2025-11-26,58.81
2025-11-27,
2025-11-28,58.58
2025-12-01,59.47
2025-12-02,58.81
2025-12-03,59.09
2025-12-04,59.82
2025-12-05,60.23
2025-12-08,59.04
2025-12-09,58.40
2025-12-10,58.67
2025-12-11,57.76
2025-12-12,57.61
2025-12-15,56.97
2025-12-16,55.44
2025-12-17,56.07
2025-12-18,56.22
2025-12-19,56.80
2025-12-22,58.18
2025-12-23,58.55
2025-12-24,58.72
2025-12-25,
2025-12-26,56.60
2025-12-29,57.89
2025-12-30,57.79
2025-12-31,57.26
2026-01-01,
2026-01-02,57.21
2026-01-05,58.10
2026-01-06,56.97
2026-01-07,56.01
2026-01-08,57.74
2026-01-09,58.96
2026-01-12,59.39
2026-01-13,60.85
2026-01-14,61.84
2026-01-15,59.13
2026-01-16,59.40
2026-01-19,
2026-01-20,60.30
2026-01-21,60.38
2026-01-22,59.24
2026-01-23,60.70
2026-01-26,60.46
2026-01-27,62.04
2026-01-28,62.75
2026-01-29,64.77
2026-01-30,64.50
2026-02-02,61.60
2026-02-03,62.62
2026-02-04,64.56
2026-02-05,62.90
2026-02-06,63.77
2026-02-09,64.53
2026-02-10,64.20
2026-02-11,64.80
2026-02-12,63.08
2026-02-13,63.05
2026-02-16,
2026-02-17,62.53
2026-02-18,65.33
2026-02-19,66.66
2026-02-20,66.69
2026-02-23,66.36
2026-02-24,65.62
2026-02-25,65.30
2026-02-26,65.10
2026-02-27,66.96
2026-03-02,71.13
2026-03-03,74.48
2026-03-04,74.58
2026-03-05,80.88
2026-03-06,90.77
2026-03-09,94.65
2026-03-10,83.71
2026-03-11,86.80
2026-03-12,95.61
2026-03-13,98.48
2026-03-16,93.39
2026-03-17,96.01
2026-03-18,96.12
2026-03-19,96.11
2026-03-20,98.71
2026-03-23,89.33
2026-03-24,93.18
2026-03-25,91.51
2026-03-26,96.18
2026-03-27,101.26
2026-03-30,104.69
